;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
13431;Apartamento;Todos os Santos;3;1;0;77;1300.0;511.0;
13432;Apartamento;Barra da Tijuca;2;1;1;70;2000.0;970.0;100.0
13433;Apartamento;Copacabana;4;2;0;140;4000.0;2000.0;226.0
13434;Apartamento;Copacabana;1;1;0;34;3000.0;730.0;54.0
13435;Apartamento;Ipanema;4;3;1;280;22500.0;3160.0;
13436;Apartamento;Tijuca;3;1;1;88;2000.0;700.0;135.0
13437;Apartamento;Leblon;4;2;1;350;10000.0;2200.0;4000.0
13438;Apartamento;Lagoa;3;2;2;119;4800.0;1800.0;
13439;Apartamento;Copacabana;3;1;1;150;7000.0;2400.0;500.0
13440;Apartamento;Tijuca;1;0;1;46;1400.0;320.0;21.0
13441;Apartamento;Ipanema;3;2;1;95;5700.0;1350.0;250.0
13442;Apartamento;Laranjeiras;3;2;2;147;7000.0;2114.0;456.0
13443;Casa;Braz de Pina;2;0;0;25;800.0;;
13444;Casa de Condomínio;Freguesia (Jacarepaguá);4;4;1;167;2750.0;990.0;177.0
13445;Apartamento;Leblon;1;0;0;50;3000.0;460.0;95.0
13446;Casa;Gávea;4;0;3;500;18000.0;1500.0;1100.0
13447;Casa;Tijuca;3;5;1;260;6500.0;;1031.0
13448;Apartamento;Leblon;3;1;0;140;5800.0;1198.0;417.0
13449;Apartamento;Copacabana;3;2;1;156;3900.0;1544.0;320.0
13450;Apartamento;Tijuca;2;1;1;85;1800.0;610.0;115.0
13451;Apartamento;Barra da Tijuca;1;1;0;72;1600.0;1000.0;200.0
13452;Casa de Condomínio;Irajá;1;0;0;35;750.0;;
13453;Casa de Vila;Botafogo;2;1;1;81;2500.0;350.0;71.0
13454;Apartamento;Copacabana;3;0;1;160;5000.0;800.0;190.0
13455;Apartamento;Ipanema;3;1;1;170;5000.0;2300.0;460.0
13456;Apartamento;Barra da Tijuca;2;1;0;52;1300.0;675.0;97.0
13457;Apartamento;Engenho Novo;2;0;0;46;900.0;320.0;13.0
13458;Apartamento;Freguesia (Jacarepaguá);2;1;0;62;1200.0;345.0;27.0
13459;Apartamento;Leblon;2;1;0;85;4500.0;1200.0;170.0
13460;Apartamento;Barra da Tijuca;3;2;1;223;7000.0;2349.0;
13461;Casa de Condomínio;Campo Grande;2;1;2;85;1000.0;;
13462;Apartamento;Barra da Tijuca;1;1;1;82;1600.0;1396.0;241.0
13463;Apartamento;Rio Comprido;3;1;0;120;1700.0;700.0;83.0
13464;Apartamento;Copacabana;1;0;1;48;1500.0;680.0;
13465;Apartamento;Lagoa;3;1;0;105;4200.0;1244.0;290.0
13466;Apartamento;Copacabana;1;0;0;39;1600.0;500.0;71.0
13467;Apartamento;Jacarepaguá;2;1;0;64;1500.0;622.0;60.0
13468;Apartamento;Lagoa;4;4;4;400;20000.0;4230.0;1709.0
13469;Apartamento;Barra da Tijuca;2;2;1;110;3500.0;800.0;250.0
13470;Apartamento;Leblon;4;3;3;509;25000.0;4820.0;2360.0
13471;Apartamento;Barra da Tijuca;1;2;0;71;2900.0;1412.0;
13472;Apartamento;Maracanã;2;0;0;85;2500.0;450.0;83.0
13473;Apartamento;Botafogo;2;1;1;71;5000.0;;
13474;Apartamento;Leblon;3;2;1;200;7500.0;3336.0;840.0
13475;Apartamento;Gávea;3;2;1;130;5500.0;1400.0;330.0
13476;Apartamento;Recreio dos Bandeirantes;2;1;1;75;1600.0;470.0;160.0
13477;Apartamento;Barra da Tijuca;2;1;1;85;2300.0;1100.0;1583.0
13478;Apartamento;Copacabana;3;0;1;110;2900.0;800.0;
13479;Apartamento;Leblon;2;0;0;74;4000.0;640.0;211.0
13480;Apartamento;Vila Isabel;1;1;1;75;1300.0;671.0;100.0
13481;Apartamento;Botafogo;3;1;0;94;4500.0;1500.0;1400.0
13482;Apartamento;Recreio dos Bandeirantes;4;4;3;200;4500.0;1000.0;500.0
13483;Apartamento;Barra da Tijuca;1;1;1;65;2000.0;1550.0;350.0
13484;Apartamento;Recreio dos Bandeirantes;4;2;0;300;5000.0;1100.0;500.0
13485;Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;5000.0
13486;Apartamento;Laranjeiras;1;0;0;25;900.0;450.0;30.0
13487;Apartamento;Copacabana;3;0;0;100;2500.0;1100.0;178.0
13488;Casa de Condomínio;Leblon;4;4;4;732;15000.0;3473.0;
13489;Apartamento;Recreio dos Bandeirantes;3;0;3;200;3800.0;1500.0;3800.0
13490;Apartamento;Ipanema;2;1;1;90;3990.0;1000.0;85.0
13491;Apartamento;Glória;1;0;0;36;1200.0;638.0;56.0
13492;Apartamento;Recreio dos Bandeirantes;3;2;1;120;2100.0;998.0;
13493;Apartamento;Barra da Tijuca;4;1;1;200;7000.0;1150.0;280.0
13494;Apartamento;Ipanema;2;1;0;83;4500.0;1200.0;130.0
13495;Apartamento;Cidade Nova;3;2;0;75;1900.0;600.0;16.0
13496;Apartamento;Barra da Tijuca;3;2;1;110;3000.0;1645.0;370.0
13497;Apartamento;Urca;1;0;0;38;2300.0;460.0;
13498;Apartamento;Leblon;2;1;1;100;3400.0;1300.0;3500.0
13499;Apartamento;São Conrado;3;2;1;121;2000.0;1500.0;
13500;Apartamento;Gávea;1;0;0;62;2900.0;450.0;120.0
13501;Apartamento;São Conrado;5;0;1;207;4500.0;2205.0;330.0
13502;Apartamento;Ipanema;3;0;0;118;4000.0;1070.0;2326.0
13503;Apartamento;Olaria;1;0;0;55;850.0;40.0;
13504;Apartamento;Barra da Tijuca;2;1;1;80;2600.0;1478.0;151.0
13505;Casa;Irajá;2;0;0;86;875.0;;
13506;Apartamento;Tijuca;3;2;2;145;3100.0;880.0;
13507;Apartamento;Copacabana;1;0;0;37;1500.0;560.0;24.0
13508;Apartamento;Ipanema;4;1;1;191;6500.0;2900.0;780.0
13509;Casa de Vila;Vila Isabel;1;0;0;48;1200.0;;66.0
13510;Apartamento;Jacarepaguá;3;1;1;91;2600.0;1259.0;108.0
13511;Apartamento;Barra da Tijuca;3;2;1;140;3000.0;1799.0;533.0
13512;Apartamento;Barra da Tijuca;3;2;1;120;3000.0;1700.0;334.0
13513;Apartamento;Tijuca;3;0;0;85;1800.0;600.0;116.0
13514;Casa de Condomínio;Barra da Tijuca;4;5;4;870;12800.0;1920.0;1399.0
13515;Casa de Condomínio;Barra da Tijuca;7;8;7;1450;30000.0;1500.0;2800.0
13516;Apartamento;Leblon;1;0;0;53;2900.0;730.0;195.0
13517;Apartamento;Recreio dos Bandeirantes;2;1;1;78;1500.0;770.0;110.0
13518;Apartamento;Botafogo;2;1;0;73;2800.0;860.0;96.0
13519;Apartamento;Barra da Tijuca;3;2;1;100;2300.0;1650.0;258.0
13520;Apartamento;Flamengo;1;0;0;60;2700.0;1000.0;200.0
13521;Apartamento;Flamengo;3;2;0;435;12000.0;2009.0;12390.0
13522;Apartamento;Barra da Tijuca;1;1;1;40;1300.0;630.0;12.0
13523;Apartamento;Ipanema;3;2;1;123;6500.0;2088.0;
13524;Apartamento;Leblon;2;1;1;60;4700.0;968.0;
13525;Apartamento;Usina;3;1;0;130;1900.0;700.0;118.0
13526;Casa de Condomínio;Barra da Tijuca;4;4;2;300;6500.0;1145.0;
13527;Casa de Condomínio;Barra da Tijuca;5;4;5;700;35000.0;;
13528;Apartamento;Lagoa;3;2;1;144;5500.0;2245.0;600.0
13529;Apartamento;Leblon;3;2;2;138;8500.0;1250.0;4700.0
13530;Apartamento;Irajá;2;1;0;69;1400.0;340.0;280.0
13531;Apartamento;Recreio dos Bandeirantes;4;2;2;153;2000.0;1534.0;387.0
13532;Apartamento;Copacabana;2;0;0;88;1800.0;1075.0;135.0
13533;Apartamento;Taquara;2;1;0;60;1200.0;505.0;77.0
13534;Apartamento;Barra da Tijuca;3;2;1;117;4500.0;1000.0;624.0
13535;Apartamento;Centro;0;0;0;32;700.0;358.0;21.0
13536;Apartamento;Copacabana;3;0;0;103;6000.0;780.0;240.0
13537;Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;226;3900.0;1547.0;423.0
13538;Apartamento;Tijuca;1;0;0;42;1600.0;550.0;20.0
13539;Apartamento;Vila Isabel;3;1;0;80;1800.0;600.0;72.0
13540;Apartamento;Todos os Santos;3;0;0;70;1000.0;340.0;15.0
13541;Apartamento;Cachambi;2;1;0;70;1300.0;550.0;
13542;Apartamento;Barra da Tijuca;2;1;1;94;2200.0;1379.0;252.0
13543;Casa de Vila;Maracanã;3;1;0;120;1800.0;100.0;17.0
13544;Apartamento;Bento Ribeiro;2;1;0;53;900.0;510.0;
13545;Casa de Condomínio;Gávea;5;4;1;705;10000.0;1000.0;1700.0
13546;Apartamento;Flamengo;3;0;0;115;2700.0;728.0;223.0
13547;Apartamento;Vicente de Carvalho;1;0;0;55;600.0;;16.0
13548;Apartamento;Ipanema;4;2;2;210;28000.0;3020.0;9247.0
13549;Apartamento;Barra da Tijuca;1;1;0;70;2800.0;1250.0;219.0
13550;Apartamento;Botafogo;3;2;1;118;3800.0;1149.0;
13551;Apartamento;Recreio dos Bandeirantes;3;2;1;88;2100.0;397.0;
13552;Apartamento;Copacabana;1;1;0;55;2100.0;1450.0;180.0
13553;Apartamento;Botafogo;1;0;0;22;830.0;599.0;29.0
13554;Apartamento;São Conrado;3;3;3;230;8500.0;2780.0;1369.0
13555;Apartamento;Catete;1;0;1;30;1600.0;455.0;29.0
13556;Apartamento;Recreio dos Bandeirantes;2;2;1;76;2200.0;878.0;168.0
13557;Casa;Recreio dos Bandeirantes;3;4;1;400;8500.0;;
13558;Apartamento;Gávea;3;1;0;109;3000.0;1500.0;238.0
13559;Apartamento;Recreio dos Bandeirantes;3;2;1;125;2300.0;700.0;
13560;Apartamento;Ipanema;2;1;1;160;4000.0;1500.0;360.0
13561;Apartamento;Ipanema;3;1;1;194;7000.0;1827.0;610.0
13562;Apartamento;Barra da Tijuca;2;1;1;83;2200.0;1312.0;265.0
13563;Apartamento;Tijuca;3;1;0;110;1600.0;950.0;122.0
13564;Apartamento;Tijuca;3;1;1;100;3200.0;750.0;
13565;Apartamento;Irajá;2;1;0;60;1210.0;280.0;
13566;Apartamento;Barra da Tijuca;2;1;1;70;2500.0;950.0;100.0
13567;Apartamento;Barra da Tijuca;4;2;2;200;4700.0;2100.0;
13568;Apartamento;Copacabana;1;0;0;60;2500.0;500.0;24.0
13569;Apartamento;Urca;2;0;0;70;2800.0;450.0;144.0
13570;Apartamento;Barra da Tijuca;3;4;1;216;5500.0;1700.0;595.0
13571;Casa de Vila;Riachuelo;1;0;0;24;680.0;;16.0
13572;Apartamento;Flamengo;3;1;1;190;5500.0;1800.0;
13573;Apartamento;Leblon;3;2;3;128;12000.0;2240.0;530.0
13574;Apartamento;Leblon;3;0;0;120;3800.0;950.0;207.0
13575;Apartamento;Flamengo;6;2;4;590;11000.0;5314.0;
13576;Apartamento;Barra da Tijuca;4;2;1;171;7500.0;2300.0;480.0
13577;Apartamento;Barra da Tijuca;3;6;3;364;14000.0;7000.0;2000.0
13578;Apartamento;Copacabana;1;0;0;35;2500.0;500.0;
13579;Quitinete;Copacabana;1;0;0;34;1350.0;573.0;28.0
13580;Apartamento;Tijuca;1;1;0;62;1600.0;690.0;25.0
13581;Apartamento;Campinho;2;0;0;50;850.0;300.0;
13582;Apartamento;Jacarepaguá;2;1;1;65;2500.0;665.0;50.0
13583;Apartamento;Cacuia;1;0;0;37;800.0;200.0;24.0
13584;Apartamento;Freguesia (Jacarepaguá);2;1;0;48;1150.0;371.0;
13585;Casa de Condomínio;Barra da Tijuca;4;3;4;350;7000.0;7068.0;5266.0
13586;Apartamento;Ipanema;1;0;1;45;1500.0;970.0;
13587;Apartamento;Flamengo;3;1;1;175;4000.0;1200.0;200.0
13588;Apartamento;São Conrado;4;2;1;187;6000.0;2380.0;290.0
13589;Apartamento;Barra da Tijuca;3;2;3;120;3000.0;1900.0;377.0
13590;Apartamento;Taquara;2;1;1;60;1200.0;580.0;
13591;Apartamento;Flamengo;2;0;0;60;3200.0;533.0;120.0
13592;Apartamento;Freguesia (Jacarepaguá);2;0;0;60;1200.0;280.0;
13593;Apartamento;Recreio dos Bandeirantes;2;2;1;177;1300.0;1230.0;220.0
13594;Casa de Condomínio;Barra da Tijuca;3;6;1;420;6900.0;992.0;773.0
13595;Apartamento;Recreio dos Bandeirantes;3;2;1;110;3000.0;854.0;240.0
13596;Apartamento;Leblon;4;1;2;220;7800.0;1980.0;490.0
13597;Apartamento;Recreio dos Bandeirantes;3;2;1;110;2000.0;766.0;291.0
13598;Apartamento;Copacabana;3;0;1;120;6500.0;1050.0;165.0
13599;Apartamento;Botafogo;2;1;0;84;4230.0;1140.0;
13600;Casa;Campo Grande;2;0;0;75;1400.0;;
13601;Apartamento;Flamengo;2;0;0;83;2500.0;;
13602;Apartamento;Copacabana;2;1;2;160;6500.0;6500.0;500.0
13603;Apartamento;Leblon;3;2;1;120;5700.0;1871.0;560.0
13604;Apartamento;Barra da Tijuca;2;1;1;82;2500.0;1250.0;2400.0
13605;Apartamento;Botafogo;3;2;1;108;2800.0;1155.0;261.0
13606;Apartamento;Barra da Tijuca;3;4;3;500;7000.0;750.0;9000.0
13607;Apartamento;Barra da Tijuca;2;1;1;74;2300.0;950.0;65.0
13608;Casa;Vaz Lobo;2;0;0;55;600.0;;
13609;Apartamento;Jardim Botânico;3;1;1;90;3900.0;950.0;22190.0
13610;Casa;Campo Grande;2;1;0;80;1200.0;;
13611;Apartamento;Barra da Tijuca;2;1;1;78;2500.0;1030.0;74.0
13612;Apartamento;Barra da Tijuca;2;1;1;72;2000.0;1200.0;2500.0
13613;Apartamento;Ipanema;2;1;0;81;4000.0;1207.0;300.0
13614;Casa de Condomínio;Barra da Tijuca;3;4;3;600;16000.0;2200.0;1200.0
13615;Apartamento;São Conrado;4;3;3;287;12000.0;2700.0;650.0
13616;Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0
13617;Apartamento;Abolição;2;0;0;45;1200.0;65.0;10.0
13618;Apartamento;Barra da Tijuca;3;2;1;175;2400.0;1600.0;450.0
13619;Casa de Condomínio;São Conrado;4;4;4;1200;24500.0;1600.0;3498.0
13620;Casa;Leblon;0;0;0;300;39000.0;;2100.0
13621;Apartamento;Leblon;4;2;1;135;7500.0;1250.0;366.0
13622;Apartamento;Barra da Tijuca;2;1;1;68;2500.0;1500.0;85.0
13623;Apartamento;Leblon;5;5;5;700;39000.0;6200.0;
13624;Quitinete;Centro;1;0;0;28;1200.0;570.0;
13625;Apartamento;Barra da Tijuca;3;3;3;160;8500.0;2200.0;
13626;Apartamento;Méier;2;0;0;79;1200.0;397.0;50.0
13627;Apartamento;Copacabana;1;0;0;35;1500.0;695.0;110.0
13628;Apartamento;Recreio dos Bandeirantes;3;3;1;214;3000.0;900.0;450.0
13629;Apartamento;Usina;3;1;1;130;1600.0;720.0;128.0
13630;Apartamento;Madureira;2;0;0;62;650.0;343.0;
13631;Apartamento;São Conrado;4;4;4;470;19999.0;6000.0;4000.0
13632;Apartamento;Copacabana;3;0;1;124;4000.0;1500.0;197.0
13633;Apartamento;São Conrado;3;2;1;157;5500.0;1791.0;554.0
13634;Apartamento;Flamengo;3;0;1;100;2500.0;782.0;
13635;Apartamento;Barra da Tijuca;2;1;0;50;1150.0;490.0;
13636;Apartamento;Barra da Tijuca;2;1;2;90;2500.0;990.0;
13637;Apartamento;Recreio dos Bandeirantes;3;2;3;140;2600.0;830.0;200.0
13638;Apartamento;Vila Isabel;1;0;0;36;1000.0;480.0;20.0
13639;Apartamento;Copacabana;2;2;1;98;3900.0;760.0;261.0
13640;Apartamento;Méier;2;1;0;60;1300.0;549.0;39.0
13641;Quitinete;Anil;1;0;0;30;450.0;;
13642;Apartamento;Copacabana;3;1;2;190;5500.0;2600.0;500.0
13643;Apartamento;Ipanema;3;0;0;95;3000.0;885.0;343.0
13644;Apartamento;Ipanema;3;2;1;117;6300.0;2200.0;387.0
13645;Casa;Cordovil;2;1;0;60;850.0;;
13646;Apartamento;Engenho Novo;2;0;0;60;800.0;310.0;17.0
13647;Apartamento;Copacabana;3;1;0;80;2500.0;895.0;209.0
13648;Apartamento;Oswaldo Cruz;3;0;0;110;2000.0;;
13649;Quitinete;Copacabana;1;0;0;39;2100.0;600.0;
13650;Apartamento;Tanque;2;0;0;60;1100.0;435.0;
13651;Apartamento;Copacabana;3;2;2;123;4200.0;1284.0;310.0
13652;Casa de Condomínio;Vargem Pequena;4;2;3;380;3491.0;650.0;
13653;Apartamento;Higienópolis;2;0;0;89;1000.0;;39.0
13654;Apartamento;Copacabana;2;0;1;60;2950.0;550.0;118.0
13655;Apartamento;Ipanema;3;1;1;125;4800.0;2107.0;348.0
13656;Apartamento;Pechincha;2;1;0;58;800.0;645.0;
13657;Apartamento;Barra da Tijuca;4;2;2;134;3500.0;1400.0;4300.0
13658;Apartamento;Copacabana;1;0;0;40;2000.0;377.0;77.0
13659;Apartamento;Barra da Tijuca;4;3;4;148;1600.0;1766.0;
13660;Apartamento;Copacabana;3;0;1;105;5200.0;837.0;1336.0
13661;Apartamento;Pavuna;2;1;0;50;600.0;275.0;
13662;Casa;Campo Grande;4;1;1;150;8000.0;;
13663;Apartamento;Encantado;2;0;0;70;700.0;395.0;16.0
13664;Apartamento;Flamengo;2;1;0;90;3500.0;980.0;200.0
13665;Apartamento;Campo Grande;2;1;0;67;700.0;270.0;
13666;Apartamento;Ipanema;3;0;0;85;3800.0;1060.0;162.0
13667;Apartamento;Ipanema;2;0;0;70;3800.0;;
13668;Apartamento;Ipanema;4;1;1;347;13500.0;2820.0;1097.0
13669;Apartamento;Santa Teresa;2;0;0;66;1600.0;368.0;12.0
13670;Apartamento;Usina;2;1;0;90;1100.0;900.0;820.0
13671;Apartamento;Flamengo;2;0;1;65;2500.0;700.0;35.0
13672;Casa de Condomínio;Barra da Tijuca;4;3;2;440;8100.0;900.0;600.0
13673;Apartamento;Barra da Tijuca;3;2;3;125;7900.0;2400.0;673.0
13674;Apartamento;Barra da Tijuca;3;1;1;115;2600.0;1700.0;
13675;Casa de Condomínio;Barra da Tijuca;4;2;3;407;9000.0;1100.0;874.0
13676;Apartamento;Ipanema;2;0;0;65;3300.0;300.0;118.0
13677;Apartamento;Ipanema;2;1;1;130;10000.0;;
13678;Apartamento;Laranjeiras;1;1;0;36;1900.0;815.0;
13679;Apartamento;Leme;2;0;0;75;2700.0;878.0;
13680;Apartamento;Piedade;3;1;0;80;900.0;300.0;
13681;Apartamento;São Conrado;4;3;2;457;20000.0;9700.0;2106.0
13682;Apartamento;Copacabana;3;1;1;161;4000.0;1300.0;3058.0
13683;Apartamento;Campo Grande;2;1;0;55;800.0;;
13684;Apartamento;Rocha;2;1;0;68;1000.0;;
13685;Apartamento;Flamengo;3;0;0;164;3300.0;1258.0;
13686;Apartamento;Recreio dos Bandeirantes;2;0;1;67;1900.0;420.0;15.0
13687;Apartamento;Riachuelo;2;2;1;68;1800.0;350.0;
13688;Apartamento;Jardim Guanabara;2;1;0;75;1500.0;270.0;86.0
13689;Apartamento;Ipanema;3;0;1;140;7200.0;2900.0;500.0
13690;Apartamento;Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0
13691;Apartamento;Pedra de Guaratiba;1;0;0;35;450.0;;
13692;Apartamento;Barra da Tijuca;3;1;1;80;1900.0;1015.0;179.0
13693;Quitinete;Copacabana;1;0;0;35;2000.0;;
13694;Apartamento;São Conrado;4;2;1;186;6000.0;1600.0;310.0
13695;Apartamento;Leblon;3;2;1;119;4000.0;1774.0;417.0
13696;Apartamento;Recreio dos Bandeirantes;2;2;1;113;2300.0;1005.0;258.0
13697;Casa de Vila;Irajá;1;0;0;60;800.0;;
13698;Apartamento;Leblon;2;1;0;95;5200.0;1200.0;
13699;Apartamento;Alto da Boa Vista;3;1;1;150;1000.0;1630.0;
13700;Apartamento;Copacabana;3;2;1;120;4500.0;1300.0;2300.0
13701;Apartamento;Barra da Tijuca;2;1;1;65;1400.0;1045.0;203.0
13702;Apartamento;Vargem Grande;2;0;0;90;1500.0;;
13703;Apartamento;Andaraí;2;0;0;60;1200.0;300.0;40.0
13704;Apartamento;Tijuca;3;2;0;80;2260.0;800.0;
13705;Apartamento;Campinho;1;0;1;35;660.0;66.0;
13706;Apartamento;Ipanema;4;2;2;300;16000.0;2100.0;
13707;Apartamento;Botafogo;2;0;0;70;2200.0;410.0;70.0
13708;Casa de Condomínio;Recreio dos Bandeirantes;5;4;4;900;10000.0;1380.0;2200.0
13709;Apartamento;Laranjeiras;2;1;1;95;3100.0;890.0;182.0
13710;Apartamento;Flamengo;2;1;0;100;3700.0;651.0;
13711;Apartamento;Leblon;3;1;1;142;9000.0;1584.0;5293.0
13712;Apartamento;Ilha do Governador;2;1;0;57;1300.0;384.0;48.0
13713;Apartamento;Del Castilho;1;0;0;50;1000.0;;18.0
13714;Apartamento;Maracanã;3;1;3;150;3300.0;1070.0;142.0
13715;Apartamento;Barra da Tijuca;3;2;1;140;4500.0;1600.0;406.0
13716;Apartamento;Méier;1;0;0;67;800.0;430.0;
13717;Apartamento;Ipanema;3;1;1;180;8500.0;1650.0;440.0
13718;Apartamento;Barra da Tijuca;4;2;2;170;4500.0;2200.0;400.0
13719;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2000.0;750.0
13720;Apartamento;Recreio dos Bandeirantes;2;2;1;87;1500.0;503.0;187.0
13721;Apartamento;Todos os Santos;2;1;1;90;1500.0;610.0;
13722;Apartamento;Ipanema;4;1;1;190;10000.0;1500.0;550.0
13723;Apartamento;Rio Comprido;2;1;1;50;1850.0;388.0;367.0
13724;Apartamento;Botafogo;2;1;1;70;3500.0;1720.0;325.0
13725;Apartamento;Recreio dos Bandeirantes;3;4;1;293;2900.0;1340.0;
13726;Apartamento;Barra da Tijuca;4;2;0;140;4500.0;1500.0;
13727;Apartamento;Barra da Tijuca;2;2;1;76;4000.0;1250.0;1500.0
13728;Casa de Condomínio;Campo Grande;2;2;0;141;1550.0;120.0;61.0
13729;Apartamento;Copacabana;3;1;1;120;2900.0;1120.0;207.0
13730;Apartamento;Maracanã;2;1;0;80;2200.0;750.0;67.0
13731;Apartamento;Barra da Tijuca;2;1;1;106;2800.0;1500.0;250.0
13732;Apartamento;Copacabana;4;1;2;300;4500.0;3200.0;500.0
13733;Apartamento;Barra da Tijuca;2;1;0;72;1700.0;820.0;
13734;Apartamento;Recreio dos Bandeirantes;3;1;2;110;1900.0;1200.0;210.0
13735;Apartamento;Botafogo;3;2;1;622;15000.0;3080.0;1558.0
13736;Apartamento;Centro;1;0;0;48;1300.0;335.0;21.0
13737;Apartamento;Recreio dos Bandeirantes;2;1;1;65;1900.0;594.0;
13738;Apartamento;Ribeira;2;0;1;64;2000.0;300.0;
13739;Apartamento;Méier;2;1;1;53;1200.0;696.0;335.0
13740;Apartamento;Leblon;3;2;3;182;8000.0;2800.0;
13741;Apartamento;Jardim Botânico;3;1;1;120;4000.0;1200.0;210.0
13742;Apartamento;Copacabana;1;0;0;50;2500.0;;
13743;Apartamento;Gamboa;2;1;0;61;1100.0;401.0;
13744;Apartamento;Recreio dos Bandeirantes;2;1;1;68;1600.0;590.0;170.0
13745;Apartamento;Vila Isabel;2;1;0;75;1600.0;650.0;75.0
13746;Apartamento;Engenho Novo;2;1;0;57;1200.0;495.0;339.0
13747;Apartamento;Ipanema;1;0;0;54;2300.0;444.0;
13748;Apartamento;Barra da Tijuca;2;2;1;156;2950.0;1350.0;
13749;Apartamento;Copacabana;2;2;1;100;3600.0;750.0;150.0
13750;Apartamento;Vila Isabel;2;1;0;80;1200.0;440.0;20.0
13751;Apartamento;Humaitá;3;2;1;120;3600.0;1300.0;233.0
13752;Apartamento;Copacabana;3;0;0;100;4500.0;;
13753;Apartamento;Copacabana;4;2;2;241;6300.0;2200.0;
13754;Apartamento;Lagoa;1;0;0;110;4500.0;1200.0;200.0
13755;Apartamento;Copacabana;3;1;1;130;2500.0;1818.0;
13756;Apartamento;Praça Seca;2;0;0;88;800.0;555.0;63.0
13757;Apartamento;Leblon;3;1;1;160;6500.0;2035.0;450.0
13758;Apartamento;Leblon;3;0;0;90;3000.0;1100.0;
13759;Apartamento;Tijuca;4;2;1;150;3500.0;1360.0;368.0
13760;Apartamento;Tijuca;2;0;0;43;1500.0;300.0;
13761;Apartamento;Copacabana;3;1;0;122;2700.0;1500.0;187.0
13762;Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;250;10000.0;2000.0;345.0
13763;Apartamento;Ipanema;3;1;0;110;4500.0;2520.0;600.0
13764;Apartamento;Olaria;2;1;0;73;1200.0;384.0;
13765;Apartamento;Barra da Tijuca;4;3;4;370;15000.0;3427.0;800.0
13766;Quitinete;Glória;1;0;0;29;600.0;335.0;25.0
13767;Casa de Condomínio;Taquara;4;0;4;300;6000.0;690.0;
13768;Apartamento;Copacabana;3;1;0;129;5300.0;1850.0;308.0
13769;Apartamento;Cachambi;2;0;0;64;1100.0;690.0;12.0
13770;Apartamento;Leblon;3;3;1;160;15000.0;3000.0;550.0
13771;Apartamento;Tijuca;2;1;1;82;1800.0;798.0;132.0
13772;Apartamento;Cachambi;2;0;0;70;900.0;246.0;17.0
13773;Apartamento;Flamengo;1;0;0;45;2000.0;530.0;
13774;Apartamento;Copacabana;3;1;0;130;3900.0;1600.0;329.0
13775;Casa;Campo Grande;3;4;1;212;2500.0;;600.0
13776;Apartamento;Tijuca;3;1;1;83;2300.0;1244.0;191.0
13777;Apartamento;Irajá;2;1;0;76;1200.0;20.0;12.0
13778;Apartamento;Leblon;3;1;1;130;7500.0;;
13779;Apartamento;Ipanema;3;2;1;117;6300.0;2200.0;4500.0
13780;Apartamento;Copacabana;2;1;0;75;2600.0;1032.0;130.0
13781;Apartamento;Ipanema;3;0;1;170;11000.0;2542.0;
13782;Apartamento;Glória;2;1;0;67;2500.0;797.0;74.0
13783;Apartamento;Copacabana;3;1;0;135;2700.0;;
13784;Apartamento;Taquara;2;1;1;85;1000.0;720.0;120.0
13785;Apartamento;Jardim Oceânico;3;2;1;190;6500.0;1500.0;600.0
13786;Casa de Vila;Botafogo;4;2;2;200;8000.0;200.0;261.0
13787;Apartamento;Jacarepaguá;3;1;1;90;1200.0;400.0;60.0
13788;Apartamento;Copacabana;4;1;2;303;8500.0;2279.0;805.0
13789;Apartamento;Recreio dos Bandeirantes;2;1;1;85;2400.0;746.0;120.0
13790;Apartamento;Gávea;3;1;1;150;4500.0;1346.0;316.0
13791;Casa;Santíssimo;1;1;0;55;900.0;;
13792;Apartamento;Ipanema;2;1;1;160;4200.0;1500.0;400.0
13793;Casa;Recreio dos Bandeirantes;6;2;6;349;10000.0;;494.0
13794;Apartamento;Copacabana;1;0;0;20;1100.0;400.0;
13795;Casa;Campo Grande;2;1;0;160;2200.0;;
13796;Apartamento;Barra da Tijuca;4;3;3;160;8500.0;2300.0;250.0
13797;Casa de Vila;Piedade;2;1;0;60;900.0;100.0;
13798;Apartamento;Copacabana;3;1;0;140;3500.0;1300.0;330.0
13799;Apartamento;Rio Comprido;1;0;0;39;1200.0;250.0;15.0
13800;Apartamento;Jacarepaguá;3;1;1;85;2100.0;735.0;65.0
13801;Apartamento;Madureira;2;0;0;50;630.0;290.0;
13802;Casa de Condomínio;Barra da Tijuca;4;3;1;350;7500.0;970.0;635.0
13803;Casa;Gávea;6;5;3;650;20000.0;;19230.0
13804;Apartamento;Barra da Tijuca;3;3;3;290;18000.0;3500.0;1200.0
13805;Apartamento;Barra da Tijuca;4;2;1;158;5500.0;1870.0;
13806;Apartamento;Freguesia (Jacarepaguá);1;1;0;49;950.0;430.0;35.0
13807;Apartamento;Copacabana;1;0;0;30;2250.0;650.0;55.0
