Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Tijuca;3;2;1;98;3000.0;1411.0;182.0
Apartamento;Copacabana;2;1;0;43;2500.0;630.0;115.0
Apartamento;Recreio dos Bandeirantes;3;2;3;140;3500.0;950.0;299.0
Apartamento;Tijuca;3;0;0;105;1800.0;760.0;128.0
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;190;11500.0;5013.0;1375.0
Conjunto Comercial/Sala;Centro;0;0;0;281;3000.0;5297.0;1116.0
Apartamento;Copacabana;3;1;1;130;4500.0;900.0;167.0
Apartamento;Barra da Tijuca;3;1;1;90;3000.0;1000.0;200.0
Apartamento;Penha Circular;2;1;0;75;1300.0;490.0;0.0
Apartamento;Encantado;1;1;0;45;900.0;496.0;0.0
Apartamento;Tijuca;1;0;0;43;1200.0;410.0;20.0
Apartamento;Barra da Tijuca;4;2;2;140;4900.0;2030.0;361.0
Apartamento;São Conrado;4;3;3;260;13500.0;3500.0;0.0
Apartamento;Gávea;4;3;4;570;7000.0;5600.0;1639.0
Apartamento;Botafogo;2;0;0;60;2300.0;465.0;75.0
Apartamento;Copacabana;3;1;0;225;5800.0;1500.0;504.0
Apartamento;Botafogo;2;1;1;106;5550.0;1610.0;271.0
Conjunto Comercial/Sala;Botafogo;0;7;0;375;35000.0;14731.0;0.0
Apartamento;Botafogo;1;0;0;26;1100.0;270.0;0.0
Conjunto Comercial/Sala;São Conrado;0;1;0;92;3000.0;1188.0;0.0
Conjunto Comercial/Sala;Copacabana;0;0;0;29;1200.0;470.0;185.0
Apartamento;Copacabana;3;0;3;185;6500.0;1880.0;460.0
Conjunto Comercial/Sala;Pilares;0;1;0;44;800.0;947.0;0.0
Apartamento;Copacabana;1;0;0;37;1200.0;600.0;25.0
Apartamento;Maracanã;3;2;1;116;2500.0;1300.0;163.0
Apartamento;Leblon;2;1;1;94;4500.0;1900.0;440.0
Conjunto Comercial/Sala;Barra da Tijuca;0;12;0;636;107562.0;0.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;1;109;2500.0;842.0;192.0
Apartamento;Engenho Novo;2;1;0;52;1100.0;414.0;0.0
Apartamento;Tijuca;2;0;0;80;1600.0;222.0;25.0
Apartamento;Leblon;3;2;3;300;15000.0;4500.0;0.0
Apartamento;Anil;3;1;1;117;1800.0;250.0;0.0
Apartamento;Leme;4;1;1;130;4500.0;1605.0;262.0
Apartamento;Barra da Tijuca;3;2;1;240;8500.0;5748.0;12070.0
Apartamento;Vila Kosmos;2;1;0;63;1000.0;324.0;0.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;27;700.0;437.0;560.0
Apartamento;Recreio dos Bandeirantes;2;1;1;111;1450.0;606.0;235.0
Apartamento;Lagoa;3;1;0;128;4000.0;1700.0;0.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;700.0;400.0;0.0
Apartamento;Lagoa;4;4;2;401;8000.0;2211.0;1097.0
Conjunto Comercial/Sala;Jacarepaguá;0;8;0;360;1000.0;9769.0;315.0
Apartamento;Vigário Geral;2;1;0;49;700.0;90.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;1;100;1800.0;650.0;0.0
Apartamento;Gávea;2;2;1;84;3200.0;1139.0;0.0
Apartamento;Tijuca;3;1;1;80;2900.0;1105.0;0.0
Apartamento;Botafogo;3;1;1;103;5700.0;1340.0;348.0
Apartamento;Engenho de Dentro;2;1;0;60;980.0;500.0;20.0
Apartamento;Barra da Tijuca;4;2;2;146;5100.0;2000.0;300.0
Conjunto Comercial/Sala;Centro;0;1;0;190;6600.0;2200.0;850.0
Galpão/Depósito/Armazém;Centro;0;0;0;200;5000.0;0.0;1800.0
Apartamento;Copacabana;2;1;0;130;6000.0;1150.0;301.0
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1800.0;505.0;114.0
Apartamento;Barra da Tijuca;4;2;2;200;5000.0;2641.0;490.0
Conjunto Comercial/Sala;Centro;0;0;0;32;1400.0;364.0;0.0
Apartamento;Tijuca;3;1;1;85;2000.0;1310.0;94.0
Loja/Salão;Tijuca;0;0;0;25;1000.0;0.0;84.0
Loja/Salão;Barra da Tijuca;0;1;0;34;1900.0;512.0;301.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1400.0;860.0;152.0
Conjunto Comercial/Sala;Centro;0;0;0;300;30000.0;0.0;0.0
Apartamento;Estácio;2;1;0;65;1500.0;800.0;0.0
Apartamento;Pechincha;3;1;1;76;1450.0;680.0;95.0
Apartamento;Ipanema;3;2;1;190;6300.0;2200.0;47.0
Apartamento;Lagoa;3;2;1;110;5500.0;2200.0;0.0
Apartamento;Barra da Tijuca;4;3;3;157;8600.0;2312.0;3456.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;76;1800.0;800.0;1000.0
Apartamento;Campo Grande;2;1;0;50;750.0;260.0;0.0
Apartamento;Tijuca;1;0;0;50;1300.0;650.0;25.0
Apartamento;Camorim;2;2;1;68;1700.0;750.0;70.0
Apartamento;Leblon;4;2;4;230;12500.0;2710.0;1328.0
Conjunto Comercial/Sala;Botafogo;0;16;0;935;102924.0;29632.0;5464.0
Apartamento;Rio Comprido;2;1;1;50;1550.0;388.0;367.0
Apartamento;Del Castilho;3;1;0;70;1200.0;298.0;0.0
Apartamento;Guaratiba;2;1;0;51;600.0;224.0;0.0
Apartamento;Marechal Hermes;1;1;0;48;600.0;155.0;0.0
Apartamento;Leblon;3;2;1;120;7000.0;1800.0;452.0
Apartamento;Recreio dos Bandeirantes;2;1;0;76;1600.0;478.0;157.0
Apartamento;Barra da Tijuca;2;1;2;85;2500.0;2000.0;3100.0
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;122;2700.0;1455.0;105.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;85;3200.0;2060.0;300.0
Apartamento;Praça da Bandeira;2;0;1;76;1600.0;700.0;0.0
Casa de Vila;Oswaldo Cruz;2;0;0;50;700.0;0.0;0.0
Apartamento;Lagoa;2;1;1;92;3200.0;1232.0;290.0
Apartamento;Flamengo;3;0;1;220;11000.0;1900.0;496.0
Apartamento;Copacabana;2;0;0;62;1600.0;1200.0;30.0
Apartamento;Copacabana;4;2;1;200;6200.0;1600.0;400.0
Conjunto Comercial/Sala;Centro;0;0;0;200;20000.0;4313.0;1218.0
Conjunto Comercial/Sala;Centro;0;0;0;406;14800.0;8824.0;0.0
Apartamento;Copacabana;4;0;1;150;4800.0;1910.0;0.0
Apartamento;Leblon;3;2;1;143;10000.0;2100.0;4414.0
Apartamento;Tijuca;1;0;1;40;1100.0;390.0;25.0
Apartamento;Copacabana;1;0;0;58;2500.0;515.0;120.0
Apartamento;Tijuca;2;1;1;70;1700.0;582.0;18.0
Apartamento;Barra da Tijuca;3;1;1;73;2100.0;620.0;0.0
Apartamento;Leblon;3;1;0;140;6500.0;2055.0;498.0
Apartamento;Tijuca;2;0;0;102;2000.0;700.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2200.0;900.0;0.0
Apartamento;Campo Grande;3;1;1;80;1500.0;500.0;0.0
Apartamento;Tijuca;3;1;0;91;2000.0;887.0;122.0
Apartamento;Leblon;3;2;1;102;7500.0;2092.0;420.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;22;800.0;600.0;50.0
Apartamento;Anil;3;2;2;175;2600.0;1255.0;1433.0
Apartamento;Leblon;1;0;1;38;2200.0;550.0;50.0
Conjunto Comercial/Sala;Leblon;0;5;0;167;25000.0;4500.0;1086.0
Loja/Salão;Cidade Nova;0;0;0;52;3740.0;0.0;0.0
Apartamento;Ipanema;3;1;1;130;10000.0;1800.0;300.0
Casa de Condomínio;Freguesia (Jacarepaguá);4;1;4;253;3600.0;805.0;239.0
Conjunto Comercial/Sala;Leblon;0;1;0;60;10500.0;1200.0;0.0
Apartamento;Engenho Novo;2;1;0;70;1200.0;430.0;21.0
Galpão/Depósito/Armazém;Tijuca;0;0;0;470;8000.0;0.0;2110.0
Apartamento;Barra da Tijuca;3;2;1;235;8000.0;2782.0;745.0
Apartamento;Humaitá;2;1;0;85;3500.0;900.0;177.0
Conjunto Comercial/Sala;Centro;0;0;0;26;450.0;250.0;83.0
Quitinete;Copacabana;1;0;0;35;1800.0;420.0;55.0
Apartamento;Copacabana;5;1;5;500;15000.0;1200.0;0.0
Apartamento;Botafogo;2;1;1;84;4000.0;950.0;179.0
Apartamento;Humaitá;2;1;1;100;3900.0;650.0;215.0
Loja/Salão;Jacarepaguá;0;1;0;46;4500.0;650.0;0.0
Conjunto Comercial/Sala;Tijuca;0;1;0;46;1180.0;498.0;180.0
Conjunto Comercial/Sala;Centro;0;0;0;219;23000.0;5938.0;0.0
Casa;Vila da Penha;2;0;0;42;900.0;0.0;0.0
Casa de Condomínio;Barra da Tijuca;4;5;4;325;8009.0;600.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;1;92;2100.0;700.0;10.0
Conjunto Comercial/Sala;Copacabana;0;0;0;18;1100.0;387.0;95.0
Apartamento;Flamengo;2;0;0;65;2400.0;578.0;128.0
Apartamento;Lagoa;3;1;1;140;5000.0;1250.0;400.0
Apartamento;Ipanema;3;1;0;127;6000.0;2595.0;270.0
Apartamento;Flamengo;2;1;0;110;2400.0;1224.0;195.0
Apartamento;Jardim Botânico;2;1;1;90;3500.0;830.0;256.0
Loja/Salão;Freguesia (Jacarepaguá);0;1;0;233;15000.0;323.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;1;146;1800.0;1063.0;0.0
Conjunto Comercial/Sala;Centro;0;1;0;50;500.0;1400.0;0.0
Apartamento;Copacabana;2;1;1;75;3200.0;850.0;140.0
Conjunto Comercial/Sala;Centro;0;0;0;2217;133020.0;46800.0;0.0
Apartamento;Leblon;3;1;1;150;5000.0;1200.0;0.0
Apartamento;Ipanema;3;2;2;246;10000.0;3500.0;300.0
Apartamento;Barra da Tijuca;2;1;2;83;2390.0;1530.0;276.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;500.0;545.0;440.0
Prédio Inteiro;Laranjeiras;0;0;0;10000;15000.0;0.0;0.0
Apartamento;Leblon;3;1;1;200;5500.0;1680.0;100.0
Conjunto Comercial/Sala;Centro;0;0;0;48;700.0;429.0;84.0
Apartamento;Copacabana;6;1;3;420;5000.0;5000.0;950.0
Conjunto Comercial/Sala;Pechincha;0;1;0;25;450.0;428.0;105.0
Apartamento;Recreio dos Bandeirantes;3;2;2;185;4500.0;918.0;390.0
Apartamento;Copacabana;2;1;0;87;3200.0;765.0;185.0
Apartamento;Praça Seca;2;1;0;74;600.0;250.0;16.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1300.0;763.0;137.0
Casa de Condomínio;Barra da Tijuca;4;2;2;210;5000.0;970.0;0.0
Apartamento;Vila Isabel;1;0;0;30;1100.0;385.0;21.0
Apartamento;Centro;3;0;0;90;2100.0;550.0;50.0
Apartamento;Copacabana;4;1;4;240;9000.0;2320.0;600.0
Apartamento;Barra da Tijuca;3;2;1;140;2700.0;1600.0;4500.0
Apartamento;Méier;1;0;0;60;900.0;582.0;20.0
Conjunto Comercial/Sala;Taquara;0;1;0;35;800.0;600.0;0.0
Apartamento;Engenho de Dentro;2;1;0;70;1200.0;500.0;0.0
Apartamento;Leblon;3;2;1;250;7900.0;3360.0;0.0
Apartamento;Lagoa;2;1;1;100;3400.0;1550.0;0.0
Apartamento;Copacabana;3;1;0;110;2850.0;1500.0;170.0
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3000.0;1550.0;0.0
Apartamento;São Conrado;3;1;1;114;3200.0;1200.0;190.0
Apartamento;Vicente de Carvalho;2;0;0;56;750.0;90.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;10;5344.0;0.0;0.0
Apartamento;Barra da Tijuca;2;2;1;107;2900.0;1247.0;2806.0
Apartamento;Barra da Tijuca;3;2;3;143;4300.0;1650.0;0.0
Apartamento;Recreio dos Bandeirantes;2;1;1;74;2350.0;600.0;100.0
Apartamento;Barra da Tijuca;2;1;2;68;2800.0;1190.0;227.0
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;850;7000.0;0.0;478.0
Casa;Campo Grande;2;1;0;70;800.0;0.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;25;1000.0;630.0;0.0
Apartamento;Cachambi;2;0;0;65;850.0;360.0;36.0
Conjunto Comercial/Sala;Botafogo;0;40;0;1432;107400.0;45805.0;8178.0
Apartamento;Jardim Botânico;1;0;0;50;1800.0;350.0;103.0
Apartamento;Jardim Botânico;2;0;1;56;4000.0;740.0;142.0
Apartamento;Jacarepaguá;3;2;1;200;5500.0;1900.0;230.0
Apartamento;Leme;3;1;1;113;4000.0;1100.0;0.0
Apartamento;Ipanema;2;1;1;78;5900.0;1175.0;0.0
Casa;Riachuelo;3;1;0;85;1350.0;0.0;18.0
Loja/Salão;Centro;0;4;0;455;36400.0;8190.0;1365.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;500.0;580.0;110.0
Loft;Copacabana;1;0;0;30;1600.0;550.0;50.0
Conjunto Comercial/Sala;Centro;0;0;0;25;800.0;501.0;0.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;25;700.0;1250.0;110.0
Apartamento;Barra da Tijuca;3;2;1;160;4000.0;1980.0;387.0
Apartamento;Copacabana;2;0;1;130;2900.0;1400.0;190.0
Loja/Salão;Ipanema;0;0;0;180;20000.0;0.0;0.0
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;21;850.0;590.0;56.0
Loft;Barra da Tijuca;2;2;1;100;5500.0;1800.0;400.0
Flat;Copacabana;1;0;1;52;5500.0;1500.0;0.0
Casa;Campo Grande;1;0;0;100;1500.0;0.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;33;300.0;362.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;980.0;1009.0;164.0
Loja/Salão;Realengo;0;0;0;100;3000.0;0.0;0.0
Quitinete;Flamengo;1;0;0;31;1200.0;316.0;25.0
Apartamento;Copacabana;1;0;1;40;1400.0;435.0;24.0
Apartamento;Leblon;3;1;1;134;4700.0;1538.0;464.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;800.0;450.0;560.0
Apartamento;Copacabana;3;0;0;110;3000.0;750.0;170.0
Loja/Salão;Gamboa;0;0;0;33;800.0;0.0;0.0
Apartamento;Botafogo;3;1;1;107;4900.0;1300.0;277.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;70;1300.0;580.0;300.0
Apartamento;Leblon;3;1;1;188;8000.0;4500.0;620.0
Prédio Inteiro;Barra da Tijuca;0;0;0;460;70000.0;0.0;0.0
Apartamento;Cachambi;2;1;0;60;1400.0;280.0;125.0
Apartamento;Tijuca;3;1;1;98;2400.0;660.0;113.0
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;260;10000.0;0.0;0.0
Apartamento;Leblon;4;2;4;165;9500.0;2710.0;0.0
Apartamento;Copacabana;3;1;1;138;4000.0;1470.0;75.0
Apartamento;Barra da Tijuca;5;4;5;1150;24000.0;7060.0;53300.0
Prédio Inteiro;Barra da Tijuca;0;0;0;1200;170000.0;0.0;14000.0
Apartamento;Barra da Tijuca;3;2;1;130;3700.0;1950.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;262;5000.0;4110.0;1367.0
Apartamento;Ipanema;1;0;0;85;2000.0;605.0;180.0
Casa;Barra da Tijuca;6;5;5;765;7000.0;1699.0;0.0
Apartamento;Ipanema;4;1;2;290;15000.0;3000.0;750.0
Apartamento;Leme;2;0;0;75;2600.0;878.0;0.0
Apartamento;Jacarepaguá;2;1;1;134;2200.0;788.0;180.0
Apartamento;Copacabana;3;1;0;100;2500.0;1204.0;0.0
Apartamento;Copacabana;2;0;0;49;2500.0;566.0;92.0
Conjunto Comercial/Sala;Centro;0;0;0;120;3000.0;1428.0;232.0
Apartamento;Vila Isabel;2;0;0;64;1100.0;531.0;21.0
Apartamento;Barra da Tijuca;4;2;1;158;2500.0;1622.0;404.0
Apartamento;Recreio dos Bandeirantes;3;1;1;80;1700.0;1090.0;1300.0
Apartamento;Jacarepaguá;4;2;1;137;3800.0;1550.0;240.0
Apartamento;Largo do Machado;2;1;1;70;3300.0;1500.0;200.0
Conjunto Comercial/Sala;Centro;0;0;0;67;2500.0;1220.0;2771.0
Apartamento;Copacabana;2;0;0;62;3500.0;850.0;170.0
Apartamento;Barra da Tijuca;3;2;1;200;12000.0;2186.0;1074.0
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2000.0;650.0;114.0
Apartamento;Del Castilho;2;1;1;52;1150.0;481.0;0.0
Apartamento;Jacarepaguá;4;2;2;156;4000.0;1450.0;2347.0
Apartamento;Ipanema;4;2;1;257;8000.0;2800.0;680.0
Apartamento;Vila Isabel;1;0;0;30;1100.0;400.0;0.0
Quitinete;Copacabana;1;0;0;25;900.0;270.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;652;48900.0;10432.0;0.0
Conjunto Comercial/Sala;Ipanema;0;0;0;22;900.0;750.0;178.0
Apartamento;Vila Isabel;2;2;0;90;2100.0;300.0;94.0
Conjunto Comercial/Sala;Centro;0;1;0;403;36356.0;11191.0;1476.0
Apartamento;Leblon;2;1;0;108;4500.0;1300.0;199.0
Apartamento;Recreio dos Bandeirantes;5;4;5;360;10000.0;1400.0;780.0
Apartamento;Barra da Tijuca;5;5;2;385;6450.0;1150.0;800.0
Galpão/Depósito/Armazém;Guaratiba;0;0;0;800;12000.0;0.0;0.0
Apartamento;São Conrado;1;1;0;55;2970.0;960.0;190.0
Loja/Salão;Penha Circular;0;0;0;60;1200.0;0.0;0.0
Apartamento;Flamengo;3;1;1;120;3500.0;1000.0;191.0
Apartamento;Curicica;2;1;2;60;1400.0;550.0;0.0
Apartamento;Laranjeiras;2;1;0;75;2000.0;895.0;107.0
Conjunto Comercial/Sala;Centro;0;0;0;361;18000.0;5025.0;0.0
Apartamento;Ipanema;3;1;1;120;5900.0;1100.0;220.0
Quitinete;Centro;1;0;1;24;1500.0;500.0;18.0
Loja/Salão;Irajá;0;0;0;78;2700.0;0.0;50.0
Apartamento;Laranjeiras;3;1;1;150;3200.0;1504.0;301.0
Casa de Condomínio;Barra da Tijuca;6;3;3;430;7500.0;150.0;1000.0
Loja/Salão;Jardim Sulacap;0;1;0;40;2200.0;0.0;0.0
Apartamento;Ipanema;3;1;1;114;4500.0;1200.0;233.0
Apartamento;Barra da Tijuca;4;2;0;140;4000.0;1700.0;0.0
Casa Comercial;Freguesia (Jacarepaguá);0;0;0;80;5000.0;2234.0;307.0
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;224;4500.0;1622.0;418.0
Apartamento;Tijuca;2;1;0;74;1600.0;860.0;83.0
Casa;Barra da Tijuca;5;2;4;622;10000.0;1129.0;0.0
Galpão/Depósito/Armazém;Penha Circular;0;80;0;9220;73000.0;0.0;8349.0
Apartamento;Recreio dos Bandeirantes;3;2;1;105;2500.0;950.0;232.0
Apartamento;Ipanema;2;1;1;150;11800.0;1400.0;0.0
Apartamento;Recreio dos Bandeirantes;2;2;1;90;2100.0;850.0;161.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;800.0;420.0;53.0
Apartamento;Ipanema;2;0;0;60;2500.0;848.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;155;10000.0;0.0;0.0
Apartamento;Copacabana;2;0;0;52;1900.0;800.0;320.0
Loja/Salão;Barra da Tijuca;0;3;0;333;60000.0;4284.0;3909.0
Galpão/Depósito/Armazém;Jacarepaguá;0;10;0;1200;27000.0;0.0;1000.0
Apartamento;Recreio dos Bandeirantes;3;2;1;110;1950.0;565.0;212.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;36;1200.0;845.0;0.0
Apartamento;Copacabana;1;0;0;33;1300.0;430.0;30.0
Apartamento;Barra da Tijuca;3;2;1;300;5000.0;2700.0;0.0
Casa de Condomínio;Barra da Tijuca;4;0;4;1000;25000.0;2500.0;25000.0
Loja/Salão;Recreio dos Bandeirantes;0;1;0;22;1590.0;500.0;20.0
Conjunto Comercial/Sala;Centro;0;0;0;109;4500.0;1315.0;128.0
Apartamento;Leme;2;0;0;60;2650.0;740.0;79.0
Casa;Campo Grande;3;1;1;100;1500.0;0.0;0.0
Apartamento;Laranjeiras;3;2;1;135;3200.0;1554.0;273.0
Flat;Recreio dos Bandeirantes;1;1;0;50;2300.0;1200.0;170.0
Apartamento;Vila Isabel;1;0;0;60;800.0;303.0;25.0
Apartamento;Recreio dos Bandeirantes;2;2;1;160;4000.0;2800.0;500.0
Apartamento;Recreio dos Bandeirantes;2;2;1;105;2200.0;648.0;156.0
Apartamento;Copacabana;1;0;0;55;1500.0;650.0;100.0
Conjunto Comercial/Sala;Ipanema;0;0;0;25;1500.0;860.0;145.0
Apartamento;Ipanema;3;1;1;120;5000.0;1230.0;271.0
Apartamento;Botafogo;2;1;1;103;2950.0;1026.0;215.0
Apartamento;Barra da Tijuca;3;3;2;250;14000.0;3800.0;1100.0
Apartamento;Barra da Tijuca;2;1;1;90;2450.0;1404.0;2819.0
Apartamento;Tijuca;2;1;1;84;1800.0;815.0;107.0
Conjunto Comercial/Sala;Botafogo;0;8;0;825;99000.0;15167.0;0.0
Loja/Salão;Centro;0;0;0;290;35000.0;0.0;1100.0
Apartamento;Ipanema;4;2;3;380;30000.0;2300.0;1800.0
Apartamento;Recreio dos Bandeirantes;2;2;1;81;1900.0;700.0;1600.0
Casa Comercial;Méier;0;3;0;280;5500.0;0.0;245.0
Apartamento;Ipanema;2;0;0;65;3900.0;1215.0;133.0
Conjunto Comercial/Sala;Vila da Penha;0;1;0;25;1000.0;630.0;0.0
Apartamento;Pechincha;2;1;0;63;800.0;456.0;36.0
Apartamento;Jacarepaguá;3;1;1;64;1800.0;750.0;50.0
Apartamento;Méier;3;1;1;83;1000.0;836.0;95.0
Apartamento;Copacabana;2;0;0;75;2800.0;1200.0;90.0
Prédio Inteiro;São Cristóvão;0;13;0;4752;100.0;1.0;1.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;42;2000.0;900.0;120.0
Casa;Lins de Vasconcelos;2;1;0;93;1500.0;0.0;17.0
Apartamento;Jacarepaguá;3;1;1;74;2200.0;770.0;500.0
Apartamento;Ipanema;3;0;0;90;3500.0;653.0;228.0
Apartamento;Tanque;2;1;0;56;900.0;589.0;14.0
Conjunto Comercial/Sala;Centro;0;0;0;20;280.0;266.0;0.0
Loja/Salão;Recreio dos Bandeirantes;0;0;0;100;4000.0;652.0;0.0
Apartamento;Centro;1;0;0;50;1500.0;450.0;25.0
Apartamento;Madureira;2;0;0;42;650.0;373.0;0.0
Apartamento;Tijuca;2;1;0;62;2100.0;510.0;0.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;1800.0;460.0;0.0
Apartamento;Barra da Tijuca;1;1;0;70;1900.0;1100.0;1450.0
Apartamento;Jacarepaguá;2;1;1;68;2350.0;543.0;15.0
Conjunto Comercial/Sala;Jardim Botânico;0;0;0;20;2250.0;326.0;150.0
Apartamento;Jardim Botânico;3;2;1;112;8000.0;1776.0;334.0
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;500;7000.0;0.0;0.0
Apartamento;Recreio dos Bandeirantes;1;1;1;55;1500.0;1200.0;220.0
Apartamento;Laranjeiras;2;0;0;84;2300.0;1004.0;0.0
Conjunto Comercial/Sala;Centro;0;1;0;70;1200.0;1900.0;421.0
Apartamento;Campo Grande;2;1;1;70;1300.0;350.0;0.0
Apartamento;Santa Teresa;1;0;0;27;900.0;340.0;0.0
Apartamento;Flamengo;3;1;3;204;23000.0;2000.0;0.0
Apartamento;Barra da Tijuca;2;1;1;70;2800.0;970.0;70.0
Apartamento;Copacabana;3;1;0;74;3200.0;885.0;152.0
Conjunto Comercial/Sala;Ipanema;0;0;0;90;6000.0;664.0;265.0
Conjunto Comercial/Sala;Centro;0;0;0;460;22000.0;4300.0;490.0
Apartamento;Recreio dos Bandeirantes;3;0;2;90;2000.0;715.0;154.0
Quitinete;Copacabana;1;0;0;30;1600.0;411.0;23.0
Apartamento;Leblon;3;2;1;130;12000.0;850.0;0.0
Apartamento;Ipanema;4;3;2;300;12000.0;4000.0;1011.0
Apartamento;Recreio dos Bandeirantes;3;2;3;138;3500.0;583.0;0.0
Conjunto Comercial/Sala;Centro;0;2;0;211;24215.0;3475.0;986.0
Quitinete;Centro;1;0;0;30;700.0;450.0;25.0
Apartamento;Tijuca;3;1;1;98;2400.0;823.0;173.0
Conjunto Comercial/Sala;Centro;0;0;0;295;14750.0;5613.0;1561.0
Apartamento;Barra da Tijuca;2;1;1;77;1850.0;1061.0;0.0
Casa Comercial;Ipanema;0;0;0;32;4500.0;1400.0;400.0
Apartamento;Leblon;1;1;0;50;3200.0;1012.0;180.0
Apartamento;Ipanema;1;1;0;85;12500.0;4000.0;500.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1200.0;1100.0;1200.0
Apartamento;Ipanema;1;0;0;43;3200.0;520.0;125.0
Apartamento;Copacabana;3;1;1;95;4000.0;1326.0;240.0
Apartamento;Copacabana;2;0;0;80;2000.0;900.0;1484.0
Apartamento;Jardim Botânico;3;0;0;103;3200.0;500.0;266.0
Apartamento;Tanque;2;1;1;60;1100.0;660.0;41.0
Apartamento;Ipanema;3;2;1;110;5500.0;2100.0;340.0
Conjunto Comercial/Sala;Centro;0;0;0;220;9000.0;4799.0;1138.0
Apartamento;Copacabana;1;0;0;35;1800.0;400.0;25.0
Apartamento;Praça da Bandeira;3;0;0;68;1500.0;515.0;48.0
Conjunto Comercial/Sala;Centro;0;0;0;570;19500.0;8800.0;0.0
Apartamento;Ipanema;3;2;0;140;5000.0;2500.0;600.0
Apartamento;Curicica;2;1;0;49;1000.0;150.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;70;2400.0;618.0;0.0
Apartamento;Maracanã;2;1;1;82;1900.0;850.0;0.0
Apartamento;Barra da Tijuca;4;3;4;280;25000.0;5977.0;1848.0
Apartamento;Copacabana;1;0;0;28;2000.0;300.0;26.0
Apartamento;Ipanema;3;1;1;157;12000.0;3300.0;1159.0
Apartamento;Barra da Tijuca;4;4;4;598;30000.0;7200.0;1500.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;30;1200.0;800.0;40.0
Apartamento;Leblon;3;1;1;190;9000.0;3000.0;700.0
Apartamento;Méier;2;1;0;79;1400.0;560.0;36.0
Apartamento;Lagoa;3;2;2;110;6000.0;1625.0;290.0
Apartamento;Copacabana;2;0;0;101;2890.0;1230.0;150.0
Conjunto Comercial/Sala;Centro;0;0;0;150;2400.0;2500.0;557.0
Box/Garagem;Barra da Tijuca;0;0;0;0;400.0;0.0;0.0
Conjunto Comercial/Sala;Botafogo;0;1;0;100;11000.0;2800.0;800.0
Apartamento;Vila da Penha;3;0;1;81;1200.0;260.0;0.0
Apartamento;Copacabana;3;1;0;160;5000.0;1200.0;350.0
Flat;Ipanema;2;1;1;100;10000.0;4000.0;500.0
Apartamento;Barra da Tijuca;2;3;1;210;5500.0;3000.0;6000.0
Conjunto Comercial/Sala;Santa Teresa;0;0;0;30;2100.0;0.0;0.0
Apartamento;Barra da Tijuca;3;3;3;169;6000.0;2200.0;871.0
Loja/Salão;Copacabana;0;0;0;75;12000.0;0.0;470.0
Apartamento;Barra da Tijuca;2;1;1;99;2400.0;1543.0;338.0
Apartamento;Vila Isabel;2;0;0;70;1600.0;608.0;0.0
Apartamento;Ipanema;3;2;1;170;7500.0;1700.0;550.0
